license_id,name,owner,status,status_date,street,city,zip,phone,county,service_type
"1122134","Abdi Abdiriazak Bile & Mohamed Fardowsa Abdiaziz","","Denied","01/22/2025","Hennepin County","","","","License number: 1122134","Child Foster Care"
"1127795","Abdi Farhiyo Mohamed","","Active","","3431 17TH ST S","Moorhead","56560","(207) 518-0329","Clay","Family Child Care"
"1094795","Abdi Sadiya Hassan & Mohamed Nasra Osman","","Active","","1005 APRIL PL","Burnsville","55306","(612) 964-5460","Dakota","Family Child Care"
"1127177","Abdi Weli Mohamed","","Active","","Hennepin County","","","","License number: 1127177","Child Foster Care"
"1112022","Abdifitah Jama","","Active","","3565 8 1/2 ST NW","Rochester","55901","(507) 990-3783","Olmsted","Home and Community Based Services"
"1113743","Abdissa Adisu Obse & Tufa Arfasa Burka","","Active","","18283 GEYSER WAY","Lakeville","55044","(651) 344-8528","Dakota","Adult Foster Care"
"1127952","Abdullah Talisha Ayanna","","Active","","Ramsey County","","","","License number: 1127952","Child Foster Care"
"1118918","Abdullahi Rabia Mohammed dba Spring Daycare LLC","","Active","","651 NICOLLET MALL STE 135","Minneapolis","55402","(612) 226-2193","Hennepin","Family Child Care"
"1107386","Abdulle Amina Ali","","Active","","3450 KENOSHA DR NW APT 104","Rochester","55901","(507) 271-8611","Olmsted","Adult Foster Care"
"1126072","Abdulle Amina Mohamed","","Active","","Hennepin County","","","","License number: 1126072","Child Foster Care"
"1109841","Abdulle Hawa M","","Revoked","11/14/2024","4506 ARCTIC FOX RD NW","Rochester","55901","(507) 271-9698","Olmsted","Adult Foster Care"
"232922","Abernathy Lisa Marie","","Active","","1620 HAMMOND RD","White Bear Lake","55110","(651) 270-5775","Ramsey","Family Child Care"
"1104531","Aberra Carla Denise & Aberra Elias","","Active","","Hennepin County","","","","License number: 1104531","Child Foster Care"
"1073130","ABH HOMES","","Active","","142 36TH AVE N","Saint Cloud","56303","(320) 230-2465","Stearns","Home and Community Based Services"
"1051591","Abiding Branches Cooperative Preschool","","Active","","7330 Lake Dr","Lino Lakes","55014","","Anoka","Child Care Center"
"800025","Abiding Savior Lutheran Preschool","","Active","","8211 Red Oak Dr","Saint Paul","55112","(763) 784-5326","Ramsey","Child Care Center"
"1107479","Abilities Home Health Care LLC","","Active","","7691 CENTRAL AVE NE STE 202","Fridley","55432","(763) 250-7429","Anoka","Home and Community Based Services"
"1097924","Ability Building Center ABC Woodland Industries","","Active","","521 OLD HIGHWAY DR","Caledonia","55921","(507) 725-2092","Houston","Home and Community Based Services - Day Services Facility"
"1077006","Ability Building Center Inc Park Street","","Active","","432 PARK ST","La Crescent","55947","(507) 421-3733","Houston","Home and Community Based Services - Community Residential Setting"
"1099068","Ability Building Center Inc Spring Grove","","Active","","409 1ST ST NW","Spring Grove","55974","(507) 498-3740","Houston","Home and Community Based Services - Community Residential Setting"
"1069243","Ability Building Community","","Active","","1911 14TH ST NW","Rochester","55901","(507) 281-6262","Olmsted","Home and Community Based Services"
"1069244","Ability Enterprises, Inc.","","Active","","1911 NW 14th St","Rochester","55903","(507) 281-6262","Olmsted","Home and Community Based Services - Day Services Facility"
"1069247","Ability Options","","Active","","1911 NW 14th St PO Box 6938","Rochester","55901","(507) 281-6262","Olmsted","Home and Community Based Services - Day Services Facility"
"1072274","Able Hearts Home","","Active","","407 S RUM RIVER DR","Princeton","55371","(763) 458-1617","Mille Lacs","Home and Community Based Services"
"1084574","Able Hearts Home Inc","","Active","","407 S RUM RIVER DR","Princeton","55371","(763) 389-2515","Mille Lacs","Home and Community Based Services - Community Residential Setting"
"1068217","ABLE Inc","","Active","","1700 LANCER BLVD STE 120","La Crescent","55947","(507) 895-8111","Houston","Home and Community Based Services"
"1068220","ABLE Inc","","Active","","330 N BADGER ST","Caledonia","55921","(507) 895-8111","Houston","Home and Community Based Services - Community Residential Setting"
"1068222","ABLE Inc","","Active","","603 E GROVE ST","Caledonia","55921","(507) 895-8111","Houston","Home and Community Based Services - Community Residential Setting"
"1068230","ABLE Inc","","Pending Reopening","11/01/2025","900 Courtney Dr","Caledonia","55921","(507) 725-8412","Houston","Home and Community Based Services - Community Residential Setting"
"1068232","ABLE Inc","","Active","","903 E Bush St","Caledonia","55921","(507) 725-8216","Houston","Home and Community Based Services - Community Residential Setting"
"1111949","ABLE Inc","","Active","","524 N ELM ST","La Crescent","55947","(507) 895-8802","Houston","Home and Community Based Services - Community Residential Setting"
"1121302","ABLE Inc","","Active","","600 HICKORY CT","La Crescent","55947","(507) 895-8111","Houston","Home and Community Based Services - Community Residential Setting"
"1068226","ABLE, Inc","","Active","","903 SPRUCE DR","La Crescent","55947","(507) 895-4505","Houston","Home and Community Based Services - Community Residential Setting"
"1068228","ABLE, Inc","","Active","","211 S HILL ST","La Crescent","55947","(507) 895-3715","Houston","Home and Community Based Services - Community Residential Setting"
"1068234","ABLE, Inc.-Lancer House","","Active","","1700 Lancer Blvd","La Crescent","55947","(507) 895-8111","Houston","Home and Community Based Services - Residential Services Facility"
"1070397","AbleLight","","Active","","1600 ARBORETUM BLVD","Victoria","55386","(952) 443-2756","Carver","Home and Community Based Services"
"1095724","AbleLight","","Active","","875 FRIBOURG CT","Victoria","55386","(952) 443-2756","Carver","Home and Community Based Services - Community Residential Setting"
"1096896","AbleLight","","Active","","1265 WILDFLOWER LN","Chaska","55318","(952) 443-2756","Carver","Home and Community Based Services - Community Residential Setting"
"1109962","AbleLight","","Active","","3705 170TH LN NE","Ham Lake","55304","(763) 710-7365","Anoka","Home and Community Based Services - Community Residential Setting"
"1113951","Ablelight","","Active","","12051 MAGNOLIA ST NW","Coon Rapids","55448","(763) 270-5371","Anoka","Home and Community Based Services - Community Residential Setting"
"1116454","AbleLight","","Active","","2483 109TH AVE NW","Coon Rapids","55433","(763) 757-4079","Anoka","Home and Community Based Services - Community Residential Setting"
"1116838","AbleLight","","Active","","2118 141ST LN NW","Andover","55304","(763) 757-6248","Anoka","Home and Community Based Services - Community Residential Setting"
"1073594","Ablelight 7th St","","Active","","8904 7TH ST NE","Blaine","55434","(763) 784-7102","Anoka","Home and Community Based Services - Community Residential Setting"
"1100707","AbleLight 80th Pl N","","Active","","15382 80TH PL N","Maple Grove","55311","(776) 320-8822","Hennepin","Home and Community Based Services - Community Residential Setting"
"1100598","AbleLight Franklin","","Active","","9301 W FRANKLIN AVE","Minneapolis","55426","(952) 582-1614","Hennepin","Home and Community Based Services - Community Residential Setting"
"1098559","AbleLight Frontenac","","Active","","4951 FRONTENAC AVE","Minneapolis","55422","(763) 292-5670","Hennepin","Home and Community Based Services - Community Residential Setting"
"1100708","AbleLight W 104th St","","Active","","8424 W 104TH ST","Minneapolis","55438","(952) 443-2756","Hennepin","Home and Community Based Services - Community Residential Setting"
"1099672","AbleLight Wilshire Walk","","Active","","208 WILSHIRE WALK","Hopkins","55305","(952) 303-3554","Hennepin","Home and Community Based Services - Community Residential Setting"
"1125450","Abo Khadija & Abdirizak Abdullahi dba Sunny Smiles Daycare, LLC","","Active","","1951 WOODLANE DR STE 104","Woodbury","55125","(763) 316-7303","Washington","Family Child Care"
"1110095","Abonie Antoinette E","","Active","","4511 WHITETAIL WAY","Eagan","55123","(612) 203-2158","Dakota","Family Child Care"
"1106020","Above & Beyond Care Services Inc","","Active","","304 W VERNON AVE","Fergus Falls","56537","(218) 770-3588","Otter Tail","Home and Community Based Services"
"1113935","Above & Beyond Health Services LLC","","Active","","2722 PARK AVE STE 303","Minneapolis","55407","(612) 571-7709","Hennepin","Home and Community Based Services"
"1071221","Above & Beyond Resources Inc","","Active","","13084 EVELETH AVE","Saint Paul","55124","(952) 431-6521","Dakota","Home and Community Based Services"
"1071223","Above & Beyond Resources Inc Fieldcrest","","Active","","14620 FIELDCREST LN","Burnsville","55306","(952) 894-3774","Dakota","Home and Community Based Services - Community Residential Setting"
"1071222","Above and Beyond Resources Inc Eveleth","","Active","","13084 EVELETH AVE","Apple Valley","55124","(952) 431-6521","Dakota","Home and Community Based Services - Community Residential Setting"
"1076121","Above and Beyond Resources Inc Guthrie","","Active","","14602 GUTHRIE AVE","Apple Valley","55124","(952) 997-2672","Dakota","Home and Community Based Services - Community Residential Setting"
"120491","Abrahamson Bobbie J","","Active","","1734 Flandrau Ave","Maplewood","55109","(651) 770-0128","Ramsey","Family Child Care"
"1028561","Abrahamson Kayla","","Active","","2665 Chester Rd SE","Eyota","55934","(507) 421-7048","Olmsted","Family Child Care"
"1117656","Abria Detox","","Active","","14750 LAC LAVON DR","Burnsville","55306","(952) 345-0099","Dakota","Detox Services"
"1117660","Abria Detox","","Active","","14750 LAC LAVON DR","Burnsville","55306","(952) 345-0099","Dakota","Withdrawal Management"
"1103458","Abria Recovery","","Active","","14750 LAC LAVON DR","Burnsville","55306","(952) 406-8105","Dakota","Substance Use Disorder Treatment"
"1122948","Abria Recovery Women's Residential","","Active","","15245 EMBRY PATH","Apple Valley","55124","(952) 406-8105","Dakota","Substance Use Disorder Treatment"
"1101395","Abshir Fatma M","","Active","","3928 FOUNDERS PATH","Chaska","55318","(612) 805-0693","Carver","Adult Foster Care"
"1104989","ABSHIR FOSTER CARE","","Active","","3928 FOUNDERS PATH","Chaska","55318","(612) 805-0693","Carver","Home and Community Based Services"
"1108522","Absolute Care LLC","","Active","","6385 OLD SHADY OAK RD STE 250","Eden Prairie","55344","(612) 532-4673","Hennepin","Home and Community Based Services"
"1108582","Absolute Caring Inc","","Active","","2950 METRO DR STE 314","Bloomington","55425","(612) 978-5140","Hennepin","Home and Community Based Services"
"1097457","Absolute Home Care LLC","","Active","","7273 COMMERCE CIR W","Fridley","55432","(651) 399-6834","Anoka","Home and Community Based Services"
"1086942","Absolute PCA","","Active","","1407 NW 4TH ST","Grand Rapids","55744","(218) 301-0461","Itasca","Home and Community Based Services"
"1030775","Abtin Darla R","","Active","","325 6th Street","Hawley","56549","(218) 329-2111","Clay","Family Child Care"
"1125350","Abu Amina Mohamed","","Active","","8906 NEWTON AVE S","Bloomington","55431","(206) 747-5146","Hennepin","Family Child Care"
"1101865","Abu Tibesso Geleto","","Active","","3141 CENTERVILLE RD","Vadnais Heights","55127","(651) 497-6434","Ramsey","Adult Foster Care"
"1078168","Abubakar Amy S","","Active","","12525 Grouse St NW","Coon Rapids","55448","(763) 222-3931","Anoka","Family Child Care"
"1123455","Abubaker Amina Abdi","","Closed","07/10/2025","Sherburne County","","","","License number: 1123455","Child Foster Care"
"1113164","Abukar Home Health Care LLC","","Active","","1821 UNIVERSITY AVE W STE 229","Saint Paul","55104","(651) 788-9819","Ramsey","Home and Community Based Services"
"1123307","Abundant","","Active","","43 23RD AVE N","Saint Cloud","56303","(320) 293-5340","Stearns","Home and Community Based Services"
"1123395","AbundantLife Residence LLC","","Active","","1014 18TH AVE SE","Minneapolis","55414","(612) 220-4454","Hennepin","Intensive Residential Treatment Services and Residential Crisis Stabilization"
"1110662","ABYAN CARE LLC","","Active","","4111 CENTRAL AVE NE # 208H","Columbia Heights","55421","(612) 275-6282","Anoka","Home and Community Based Services"
"2001653","Abyan Childcare Center LLC","","Active","","3416 Nicollet Ave","Minneapolis","55408","(612) 200-8631","Hennepin","Child Care Center"
"1116169","Acacia Montessori","","Active","","14119 Galaxie Ave","Apple Valley","55124","(952) 236-9740","Dakota","Child Care Center"
"1114183","Access and Wellness","","Denied","05/06/2025","1883 DEER HILLS TRL","Eagan","55122","(651) 528-2869","Dakota","Home and Community Based Services"
"1112418","Access Day Support Services Center LLC","","Active","","7101 YORK AVE S STE 309","Edina","55435","(952) 426-1885","Hennepin","Home and Community Based Services"
"1108922","Access Healing Center LLC","","Pending Reopening","08/30/2025","2817 ANTHONY LN S STE 310","ST ANTHONY","55418","(612) 217-2863","Hennepin","Substance Use Disorder Treatment"
"1105583","Access Health LLC","","Active","","2010 E HENNEPIN AVE STE 6 -209","Minneapolis","55413","(651) 675-7390","Hennepin","Home and Community Based Services"
"1092673","ACCESS MINNESOTA LLC","","Active","","393 DUNLAP ST N STE 400I","Saint Paul","55104","(612) 501-0484","Ramsey","Home and Community Based Services"
"1117168","Access Minnesota LLC","","Active","","617 22ND AVE N","Saint Cloud","56303","(612) 501-0484","Stearns","Home and Community Based Services - Community Residential Setting"
"1069491","Access North Center for Independent Living of Northeastern Minnesota","","Active","","1309 E 40th St","Hibbing","55746","(218) 262-6675","St. Louis","Home and Community Based Services"
"1070343","Access of Red River Valley Inc","","Active","","1211 10 1/2 ST N","Moorhead","56560","(218) 233-2115","Clay","Home and Community Based Services - Community Residential Setting"
"1070342","Access of the Red River Valley","","Active","","925 37TH AVE S","Moorhead","56560","(218) 233-3991","Clay","Home and Community Based Services"
"1070345","Access of the Red River Valley","","Active","","1622 10 1/2 St N Unit C","Moorhead","56560","(218) 236-8662","Clay","Home and Community Based Services - Community Residential Setting"
"235055","Access of the Red River Valley Inc","","Active","","3006 14th Ave S","Moorhead","56560","(218) 284-0034","Clay","Child Foster Residence Setting"
